full_text,sent_score
diy feather board wall hang you can DO IT aryniazi extendlockdown supermoon pakistan calloffuniversityexam ertugrulgazi endia jummahmubarak gilgitbaltistan sindhdushmanari tigerforc,0
befor ridicul start advoc trend extendlockdown glimps call coronoviru p,1
If food whatev eve garden extendlockdown,1
If see marri man onlin pleas text wife patrol time extendlockdown,1
hink ncdc extendlockdown wike mercyeketheclout,0
adulter men lodg victim hotel Do pray safe sexual activ Do pray c,-1
amid life lockdown there joy have famili togeth ramadan extendlockdown,1
procur activ initi ministri tribal affair given support CR distress tribal famili ac,-1
direct place anyon fullmoon covid extendlockdown chickenlicken lockdownradio covid,0
put structur good shape suka globe block interlock blocksandbrick duplex build estat structur extendlockdown mercyekeisclout wike inlago,1
I care consequ bring I fool lesser thing I want bad I think ought know I intend hold longest time music lyric billi joel here friday earworm fridaymotiv extendlockdown,1
disinfect swab stick N million purchas variou food item palli vulner extendlockdown insur ramadan covid,-1
south korean k leagu start min the first game jeonbuk motor v suwon bluew not go pretend I expert look stat I go first half goal play odd right bet kleagu extendlockdown veday,-1
click mercyeketheclout extendlockdown fruitsnackchalleng,0
unlock countri disast A larg proport peopl unawar risk relat viru what incumb govt realis econom growth possibl life citizen risk extendlockdown covid pakistan,-1
can anyon recommend realli good showreel editor pleas showreel mechan showreelsforactor peppapig act editor,1
check song tadoo masego fkj the song produc live their legend deserv credit music industri extendlockdown covid keadriv,1
ajebo hustler nunu ncdc htgwm extendlockdown,0
feel like one day goonshow extendlockdown goingmad frontlinehero voiceact here hero get,1
stolen anoth seen british common sens mani form I inclin think may best pathway take extendthelockdown extendlockdown,1
prevent covid don touch men M mouth E eye N nose follow women W wash hand frequent O oper distanc M maintain cough etiquett E eat fresh fruit amp veget N No handshak extendlockdown,1
the van dhan kendra scheme current oper state benefit approxim cr tribal famili acro,1
keep stream onlin extendlockdown mercyek eastleighlockdown covid supermoon blindspot htgwm brockhamptonisoverparti brockhamptonisoverparti aidangallagherisoverparti nwaamerica nwaamerica,0
extendlockdown extendlockdown for public awr It opinion public keep diari maintain record contain inform person come physic contact thi data use govt better step junctur,1
babi si want her payment after the shoot canonphotographi canon mm bofebewasarrest ripbobo johustleburg malema covid extendlockdown,1
yesterday game won success congratul TO all the esteem subscrib today S game IS out chat ME UP directli OR whatsapp TO subscrib and get the book code extendlockdown workingfromhom iamfreedom instagramdown day oflockdown ghananew,1
let make time get better everyth even work home nearest workspac particip survey might unlock amaz idea work better extendlockdown cowork workfromhom covid india covid workspac,1
album best UK hip hop came wa special TY join C amp K movement He care inspir utterli tragic lose Ty ripti covid coronaviru uklockdown extendlockdown,1
breakingnew rail death maharashtra accid aurangabad jalna railway line migrant labor hit g,-1
money keep everi friendship go understand keep everi relationship go alcohol keep everi parti go hope keep,1
covid india covid karnataka covid bangalor new covid posit case report karnataka tod,1
lockdown day befor fire lathi violat polic give soft punish violat note name address Ex pleas watch vedio extendlockdown covid,-1
cheer normal weekend seemingli unend one past week good aliv covid extendlockdown supermoon inthistogeth lockdown b,1
when flight resum here complet plan extendlockdown flight,0
wike mercyeketheclout extendlockdown,0
misguid britain peopl cross street front see approach wear protect face mask glove wear ppe happili rub shoulder other lockdownuk extendlockdown,-1
hey world are readi extendlockdown supermoon fridaymorn covid coronaviru jummahmubarak fridaymotiv ramadan pakistan endia ertugrulgazi,0
A chines scientist research corona viru US mysteri found dead surprisingli enough day ago predict could murder Is american conspiraci america extendlockdown corona covid china trump,-1
from avigan remdesivir hope run high coronaviru drug extendlockdown coronavirusghana covid covid thankyoudavido kemiolunloyo coronaviru hopefromhom staysafewithzenith,-1
If imagin make one billionair I would mansion just imagin extendlockdown covid,-1
ememb chang bank holiday calendar maker mad thought would confus everyon day may bankholiday extendlockdown mayday,0
onli legend understand extendlockdown covid johustleburg lockdown,1
sengkhathel date tonight pm zoomingwiththezuma lockdownradio extendlockdown,1
supremecourt friday observ state govern consid onlin sale home deliveri liquor nationwid lockdown place fight coronaviruspandem covid india,1
ben A An last night lockdown lochdown drive get Ok somewher els thought lomondtrossach,1
also seriou discont among peopl devolv countri eas lockdown earli,1
who biggest mouth piersmorgan lockdown,0
check throwback pic prabha muhurat prabha the film sho,1
well bloke whose advic follow heinou lockdown c,-1
goodmorn stuck insid bank holiday weekend whi join iptv servic film seri choos bankholidayweekend iptv lockdown firestick android,-1
nation must know amp rememb human sewa done discipl sant shri asharamji bapu lockdown distribut essenti item needi peopl,1
I chat lockdown pioneer hard alpin climb,-1
As govt decid extend lockdown leaf u ampl time get hand creativ So also decid extend contest submiss date may student particip earlier covicthon,1
accordingli busi strategis india game plan enhanc export along smoothen way,1
mainstream medium push lockdown releas ahead bank holiday weekend from I seen UK popul would rather right amp move whi eas weekend need bring back consideredopinion extendlockdown,1
look garden today A bloom wonder piec weigh problem find,1
three video excess delhi policeman surfac three shock video allegedli show cop use excess forc,-1
By divin bless sant shri asharamji bapu discipl amp ashram seva activ c,1
I know use see crazi place world new adventur thank ev,1
there hug amount thing distribut sant shri asharamji bapu ashram mani poor societi peop,-1
today launch new blog seri openjustic lockdown here explan seri,1
wonder joewick forgotten super fit sever minut workout seni,-1
whi home lockdown,0
check throwback pic prabha muhurat prabha the film,1
how great see countri mark veday even lockdown In honour love old hero mistress decid celebr veday vagina expos day start wear yummi pvc outfit I think vet guess I plan next stripper,1
lockdown success implement part world but would approach work africa,1
thi film time ago To think still still happen amp happen covid lockdown kent,-1
debat newmusicfriday alanlight thi pick been find returningsun quit comfort tri time especi sinc almost predict new answer amaz lockdown cycurnin,1
A remind friend gone quiet could sign struggl pleas check,1
extendlockdown lockdownsa lockdownmzansi covid staysaf stayhom lockdown stayhomesavel covid fidrr covid SA fidrr covid fidrr covid SA coronavirusoutbreak visit,0
been hour straight tune hour updat unless I pa lockdown sleeplessnight,-1
oday workout stick snatch burpe thruster burpe goblet squat burpe kB swing burpe lockdown workout crossfit,1
lockdown announc plan VE weekend capitalis feel good factor,1
just current covid crisi war affect everyon everyth even though may realis time vedayathom lockdown wellmeetagain,-1
daagatrendsmom happi mother S day week A mother first friend best friend forev friend dhaagatrendsmom dhaagatrend onlinefashion onlineshopp womenstyl womenswear onlineshopp onlineshoppingindia quarantinelif lockdown lockdown,1
for real out now extendlockdown fruitsnackchalleng zoomingwiththezuma tach,0
there feel need immedi get packag small medium busi help migrant exit,-1
,0
first time I step lockdown aunt said I look fatter junk Ps We serv forehead,-1
just went past two hous inner melb peopl lift lockdown group young peopl carri drink,-1
theotherpandem join sgp friend may next gender cafe advoc activist amp academ sha,1
Me amp boi mumbai univers cancel exam mumbaiunivers exam lockdown coronaviru,0
veday tweet song feel particularli relev lockdown,-1
befor PM imrankhan announc lockdown hi critic whi PM impos lockdown doe want u die c,-1
full flower moon If get tire think intens coronaviru still lockdown,1
nigerian govern give u million abacha loot million million give u million dollar stay indoor help contain covid extendlockdown covid lockdown abachaloot millionabachaloot nigerian nigeria lago tvc covid,1
cityofjhb look way give relief rate payer includ defer municip account resid struggl pay due impact lockdown sabcnew,-1
delight see piec theatr lockdown issu amateurtheatr amp amdram glad,1
uma anoth best one primevideo lockdown life,1
lago hope millionair everybodi FG lockdown FG approv second,1
A lockdown read list like need anoth fav shameless plug alert,-1
you cut million peopl world clean sheet india put kashmir complet,1
lockdown success implement part world but would approach work africa mani labor reli daili wage surviv our guest talk challeng for follow covidafrica covid pandem,1
plu pay food home health insur charg Rs member It free poor So limit money four big task pleas help u don make u poor lockdown lockdown quarantin trend govtofindia middleclass,1
the UK lockdown polic stop offic take challeng,1
contestalert We set kickstart new contest today could win amaz prize RT now incr,1
almost end week lockdown meet geneticist Dr wfh write paper predict cogniti,0
sant shri asharamji bapu ashram samiti discipl help daili wage labour amp societi best,1
your biggest challeng show mind make best excus thefitnesshubng teamfitnesshubng,1
A lot pollen air time year IS pollen right trump lockdown stayhomesavel,1
So bore lockdown,0
We need see report delay today monday lockdown eas lift measur announc rel,1
retweet amp follow chanc win toasta pocket perfect lockdown snack winner chosen fri may rt ret,1
sinc day one lockdown sewa activ go discipl sant shri asharamji Ba,1
church open yet peopl allow market oyedepo kick lockdown order thecabl,-1
